eventID,targetUserName,serviceName,ticketEncryptionType,ticketOptions,preAuthType,status,ipAddress,agent.name,timestamp,label
4624,user1, , , , , ,127.0.0.1,win-client,"Apr 27, 2026 @ 17:44:42.292",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 17:50:16.272",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 17:44:54.646",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 18:16:20.288",0
4768,Administrator,krbtgt,0x12,0x40810010,2,0x0,::1,win-server,"Apr 27, 2026 @ 18:59:25.741",0
4769,Administrator@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::1,win-server,"Apr 27, 2026 @ 18:59:25.782",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 19:17:53.915",0
4624,user1, , , , , ,127.0.0.1,win-client,"Apr 27, 2026 @ 19:17:54.084",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:17:55.021",0
4769,user1@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:17:55.032",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 19:17:48.171",0
4624,WINDOWSCLIENT$, , , , , ,::1,win-client,"Apr 27, 2026 @ 19:17:49.480",0
4769,WINDOWSCLIENT$@LAB.LOCAL,krbtgt,0x12,0x60810010, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:17:49.673",0
4768,WINDOWSCLIENT$,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:18:06.757",0
4624,WINDOWSCLIENT$, , , , , , ,win-client,"Apr 27, 2026 @ 19:18:06.772",0
4769,user2@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:25:58.847",0
4769,user2@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:26:00.490",0
4624,UMFD-2, , , , , , ,win-client,"Apr 27, 2026 @ 19:25:42.357",0
4624,DWM-2, , , , , , ,win-client,"Apr 27, 2026 @ 19:25:42.377",0
4625,user2, , , , ,0xc000006d,127.0.0.1,win-client,"Apr 27, 2026 @ 19:25:49.706",0
4768,Administrator,krbtgt,0x12,0x40810010,2,0x0,::1,win-server,"Apr 27, 2026 @ 19:35:44.898",0
4769,Administrator@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::1,win-server,"Apr 27, 2026 @ 19:35:44.920",0
4769,DC193$@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::1,win-server,"Apr 27, 2026 @ 19:33:03.931",0
4768,ADMIN,krbtgt,0x12,0x40810010,2,0x0,::1,win-server,"Apr 27, 2026 @ 19:33:03.962",0
4769,Administrator@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::1,win-server,"Apr 27, 2026 @ 19:40:09.776",0
4768,WINDOWSCLIENT$,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:44:47.997",0
4769,WINDOWSCLIENT$@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:44:48.028",0
4769,WINDOWSCLIENT$@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:44:48.043",0
4624,WINDOWSCLIENT$, , , , , , ,win-client,"Apr 27, 2026 @ 19:45:11.473",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 19:47:06.272",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 19:46:50.476",0
4769,DC193$@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::1,win-server,"Apr 27, 2026 @ 19:47:33.859",0
4624,user1, , , , , ,127.0.0.1,win-client,"Apr 27, 2026 @ 19:48:13.544",0
4624,user1, , , , , , ,win-client,"Apr 27, 2026 @ 19:48:13.552",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x60810010, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:48:46.386",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 19:48:46.400",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:48:13.297",0
4769,user1@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:48:13.312",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:47.633",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x60810010, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:47.693",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:48.886",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:48.945",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:50.087",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:50.088",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:50.101",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:50.132",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:51.350",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:51.382",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:53.913",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:54.928",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:54.944",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:56.117",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:56.132",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:02.350",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:02.366",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:02.382",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:03.523",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:03.524",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:04.757",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:04.772",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:05.933",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:05.960",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:07.163",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:56.179",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:57.275",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:57.303",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:57.335",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:58.460",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:58.475",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:59.884",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:59.928",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:59.944",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x60810010, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:58:57.117",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 19:59:15.870",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:32.569",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:32.586",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:32.601",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:33.804",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:33.820",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:33.835",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:33.866",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:33.897",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:35.024",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:35.054",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:35.070",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:36.243",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:36.288",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:36.304",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:37.600",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:38.819",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:38.865",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:40.040",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:40.054",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:40.070",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:41.288",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:42.461",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:42.507",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:42.522",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:22.944",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:22.977",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:24.022",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:24.038",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:24.069",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:25.242",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:25.287",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:25.303",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:26.352",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:08.397",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:09.586",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:10.866",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:10.898",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:11.993",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:12.038",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:13.272",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:13.288",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:27.620",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:27.631",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:27.647",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:28.743",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:28.788",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:29.966",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:29.969",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:31.382",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:14.461",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:14.476",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:14.477",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:14.522",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:15.633",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:15.636",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:15.647",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:18.057",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:18.069",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:19.319",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:19.350",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:20.538",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:20.555",0
4768,user1,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:43.618",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:44.931",0
4769,user1@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:00:47.475",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 20:05:35.975",0
4769,user1@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:02:04.149",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:18:23.134",0
4624,user3, , , , , ,127.0.0.1,win-client,"Apr 27, 2026 @ 20:18:24.242",0
4624,UMFD-2, , , , , , ,win-client,"Apr 27, 2026 @ 20:18:24.280",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 20:06:06.083",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 20:11:36.099",0
4769,user3@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:18:26.998",0
4769,user3@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:18:27.010",0
4624,SYSTEM, , , , , , ,win-client,"Apr 27, 2026 @ 20:21:45.207",0
4769,user1@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:11.873",0
4769,WINDOWSCLIENT$@LAB.LOCAL,DC193$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:35.840",0
4769,WINDOWSCLIENT$@LAB.LOCAL,DC193$,0x12,0x40800000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:35.901",0
4769,WINDOWSCLIENT$@LAB.LOCAL,krbtgt,0x12,0x60810010, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:37.349",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:44.040",0
4769,user3@LAB.LOCAL,WINDOWSCLIENT$,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:22:44.057",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:34.424",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:34.448",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:34.503",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:35.903",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:35.935",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:37.202",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:37.229",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:37.244",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:38.699",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:38.700",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:20.166",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:20.182",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:21.370",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:21.371",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:21.416",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:22.674",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:24.004",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:24.011",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:24.026",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:24.041",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:24.057",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:29.090",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:29.091",0
4768,user3,krbtgt,0x12,0x40810010,2,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:29.105",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:29.119",0
4769,user3@LAB.LOCAL,krbtgt,0x12,0x40810000, ,0x0,::ffff:192.168.100.30,win-server,"Apr 27, 2026 @ 20:24:29.150",0
